Fighter,Summary,Link
Claudio Mattos “Caloquinha”,"Claudio Mattos is a Brazilian Jiu Jitsu Black Belt from Belo Horizonte, a student of Vinicius Magalhaes at Gracie Barra Belo Horizonte, Claudio is one of the toughest Lightweights in the World.",https://www.bjjheroes.com/bjj-fighters/claudio-mattos-caloquinha-facts-and-bio
Fernando “Tererê”,Fernando Terere is possibly the most charismatic and talented fighters to have ever stepped on a Jiu Jitsu mat. This is an article about his roots and his rise in BJJ as well as his fall to drug addiction.,https://www.bjjheroes.com/bjj-fighters/fernando-augusto-terere-bio
Rousimar Palhares,"Toquinho is a Brazilian Jiu Jitsu Black Belt under Murilo Bustamante. He fights out of the Brazilian Top Team camp in Rio de Janeiro, and his life story is an example of perseverance and self belief.",https://www.bjjheroes.com/bjj-fighters/rousimar-palhares-facts-and-bio
Celso “Celsinho” Venicius,"The head coach of the Ryan Gracie Team in Sao Paulo, Celsinho is one of the best lightweights in the world and has become one of the best coaches around in a short amount of time. Get to know more about this Roberto Correa Black Belt",https://www.bjjheroes.com/bjj-fighters/celso-celsinho-vinicius-facts-and-bio
Bernardo Faria,"Bernardo Faria is a World Jiu Jitsu champion from the Alliance Jiu Jitsu academywho holds an extensive competitive resume with titles at the world’ top tournaments such as the European Open, Pan American and Brazilian Champion. Bernardo Faria is a black belt under Ricardo Marques who moved to the Alliance team in 2009.",https://www.bjjheroes.com/bjj-fighters/bernardo-faria-facts-and-bio
Braulio Estima,"Braulio Estima is one of the best jiu jitsu fighters around. A multi time World Champion and an ADCC Open Weight Gold Medallist, there are not many fighters out there with a better resume then this gentleman from Recife.",https://www.bjjheroes.com/bjj-fighters/braulio-estima-facts-and-bio
Leo Vieira,"One of the best lightweight fighters to have ever competed in Jiu Jitsu, this Rio de Janeiro Native has collected tittles in both the World BJJ stage and at Submission Wrestling top tournaments, here you will find details about his background and his rise to glory.",https://www.bjjheroes.com/bjj-fighters/leo-vieira-facts-and-bio
Guilherme Mendes,Guilherme Mendes is a Brazilian Jiu Jitsu black belt under Ramon Lemos from the famous Atos Team and one of the best featherweights in the world. Get to know this Rio Claro wiz kid.,https://www.bjjheroes.com/bjj-fighters/guilherme-mendes-facts-and-bio
Claudio Calasans,"Claudio Calasans is a Brazilian Jiu Jitsu and Judo black belt, who fights for the Atos Team. He was won 2 World Championships in the Black Belt Division, but what brought him fame in the BJJ Community was his win at the World Pro Cup in Abu Dhabi in 2010.",https://www.bjjheroes.com/bjj-fighters/claudio-calasans-facts-and-bio
Marco Canha,"Another fantastic Black Belt from the Checkmat Academy, this Rio de Janeiro native has been training BJJ for the most part of his life. Starting off with Murilo Bustamante and training today under Coach extraordinaire, Ricardo Vieira.",https://www.bjjheroes.com/bjj-fighters/marco-canha-facts-and-bio
Carlos “Portugues” Vieira,"Carlos Portugues Vieira has been one of the top BJJ competitors and instructors in the World, wining the Pan Ams, Europeans and Brazilian Nationals",https://www.bjjheroes.com/bjj-fighters/carlos-portugues-vieira-wiki-bio
Abmar Barbosa,Abmar Barbosa is a Brazilian Jiu Jitsu fighter who shocked the BJJ community in the 2010 Pan Ams by totally dominating heavy favourite Kron Gracie.,https://www.bjjheroes.com/bjj-fighters/abmar-barbosa-wiki-bio
Antonio Braga Neto,"Braga Neto is a Brazilian World Champion and a Mixed Martial Arts (MMA) Fighter, He was graduated Black Belt by the legendary BJJ instructor Roberto Correa.",https://www.bjjheroes.com/bjj-fighters/antonio-braga-neto-wiki-bio
Roberto Tozi,"Roberto Tozi is a former Judo and Brazilian Jiu Jitsu black belt competitor, in the adult division, who was considered one of the top contenders of his division. Roberto Tozi was also famed for his exquisite guard passing skills.",https://www.bjjheroes.com/bjj-fighters/roberto-tozi-wiki-bio
Armando Wridt,Armando Wridt is one of the 7 people to have received a red belt in Brazilian Jiu Jitsu from the hands of the late Helio Gracie.,https://www.bjjheroes.com/bjj-fighters/armando-wridt-wiki-bio
Robert Drysdale,"Robert Drysdale is a Brazilian Jiu Jitsu world champion and ADCC open weight division champion of American origin, who also became an MMA fighter, reaching the sports main organization, the UFC.",https://www.bjjheroes.com/bjj-fighters/robert-drysdale-wiki-bio
Vinicius “Draculino” Magalhães,"Vinicius Magalhaes, commonly known by his nickname Draculino, is a Brazilian Jiu Jitsu instructor responsible for raising the games of grapplers such as Romulo Barral, Samuel …",https://www.bjjheroes.com/bjj-fighters/vinicius-draculino-magalhaes-wiki-bio
Henrique Machado,Henrique Machado is a Judo and Brazilian Jiu Jitsu Black Belt as well as the head teacher of the ASLE Academy in Manaus teaching fighters such as Ronaldo Jacare,https://www.bjjheroes.com/bjj-fighters/henrique-machado-wiki-bio
Marlon Sandro,"An amazing Jiu Jitsu and MMA fighter out of Nova Uniao’s camp in Brazil, a man that had to fight his way out of poverty",https://www.bjjheroes.com/bjj-fighters/marlon-sandro-wiki-bio
Jeff Joslin,Jeff Joslin is a Canadian Mixed Martial Arts (MMA) fighter and a Brazilian Jiu Jitsu Black belt under Romero Cavalcanti.,https://www.bjjheroes.com/bjj-fighters/jeff-joslin-wiki-bio
Ricardo De La Riva,"Ricardo De La Riva is a legendary Brazilian Jiu Jitsu Black Belt under the late Carlson Gracie. He was one of the most creative guard players in BJJ, having created the the famous “De La Riva” guard (originally called “Guarda Pudim”) having also become an important instructor with several important black belts under his tutelage such as Rodrigo and Rogerio Nogueira, Walter “Broca” and many others.",https://www.bjjheroes.com/bjj-fighters/ricardo-de-la-riva-wiki-bio
Lucas Lepri,"Lucas Lepri a World Champion Jiu Jitsu fighter from Alliance Team, with titles in both Kimono and No-Gi Competitions with equal success.",https://www.bjjheroes.com/bjj-fighters/lucas-lepri-wiki-bio
Romero “Jacaré” Cavalcanti,"Romero “Jacare” Cavalcanti is one of the best instructors in Brazilian Jiu Jitsu history, having coached hundreds of fighters and produced some of the best the world has seen in Grappling, including Fabio Gurgel, Alexandre Paiva, Leonardo Vieira, Ricardo Vieira, Rodrigo “Comprido”, to name a few. One of the founding fathers of the Alliance academy, Romero Cavalcanti moved to the United States from his native Brazil in 1995, where grew the team. Jacare was also awarded the “On The Mat” Instructor of the Year award in 2009.",https://www.bjjheroes.com/bjj-fighters/romero-jacare-cavalcanti-wiki
Ricardo Vieira,"He is one of the best Jiu Jitsu coaches in the World, head instructor at Fight Zone BJJ Academy in Copacabana Rio de Janeiro (Head Quarters of Checkmat)",https://www.bjjheroes.com/bjj-fighters/ricardo-ricardinho-vieira
Ricardo Abreu,"One of the main Heavyweights to have ever come out of the Nova Uniao camp, Ricardo “Demente” has had a hard and strenuous path to success, after spending 3 years out of Jiu Jitsu due to lack of sponsorship, he returned in 2009 with great wins over some of BJJ’s very best. After helping several professional MMA fighters with their ground game Ricardo Abreu decided to try his luck at MMA also.",https://www.bjjheroes.com/bjj-fighters/ricardo-demente-abreu-wiki
Fabio Gurgel,"Fabio Gurgel is regarded as one of the top coaches in Brazilian Jiu Jitsu. The head instructor and leader of Team Alliance at the Sao Paulo head quarters, Fabio Gurgel was also one of the best jiu jitsu competitors of his generation with many important titles to his name, such as World Champion, Brazilian National champion and European Open champion. In 2010 Fabio Gurgel put his name in the BJJ record book when he competed and won the European Open, one of the top events in the jiu jitsu calender, at the age of 40, just a few months after he celebrated his 20th year as a jiu jitsu black belt.",https://www.bjjheroes.com/bjj-fighters/fabio-gurgel-wiki
Romulo Barral,"Romulo Barral is a Jiu Jitsu fighter, a black belt under Vinicius “Draculino” with an extensive resume in BJJ. A World and Pan American Champion",https://www.bjjheroes.com/bjj-fighters/romulo-barral-wiki
Andre ‘Negão’ Terêncio,"Andre Negao Terencio, a legendary Jiu Jitsu instructor responsable for the coaching of many World Champions.",https://www.bjjheroes.com/bjj-fighters/andre-negao-wiki
Alexandre “Pulga” Pimentel,"one of the hottest MMA prospects out of Brazil, this Jiu Jitsu Black Belt from the Nova Geracao team has made a rampant start of his MMA and BJJ career",https://www.bjjheroes.com/bjj-fighters/alexandre-pulga-pimentel-wiki
Carlos Gracie Junior “Carlinhos”,"Carlos Gracie Jr one of the main figures in Jiu Jitsu in the last 20 years, a teacher of champions and president of CBJJ. One of BJJ’s most important figures",https://www.bjjheroes.com/bjj-fighters/carlos-carlinhos-gracie-jr
Leonardo Santos,"Leonardo Santos is a Brazilian Jiu Jitsu Black Belt from the Nova Uniao team, being one of the most important fighters for BJJ in the early 2000’s. With numerous titles in his career, Leo Santos was regarded by many as the best lightweight fighter of his generation, having victories over several great fighters such as Leo Vieira, Tiago Alves. Leo Santos put an end to his career with the kimono to follow his brother’s footsteps (Wagnney Fabiano) in turning into a professional MMA fighter.",https://www.bjjheroes.com/bjj-fighters/leonardo-santos-leo-bjj-fighter-wiki
Alan Nascimento “Finfou”,"Finfou one of the best fighters to come out of Check Mat Team, a former Fernando Terere protege, World and Brazilian National Champion and a great coach",https://www.bjjheroes.com/bjj-fighters/alan-finfou-do-nascimento-wiki
Bruno Malfacine,"Bruno Malfacine is a former Gama Filho Brazilian Jiu Jitsu fighter, now fighting from Alliance. A 6x World Champion in the black belt division with an amazing Jiu Jitsu style",https://www.bjjheroes.com/bjj-fighters/bruno-malfacine-bjj-wiki
Ricardo Almeida “Cachorrão”,"Ricardo Almeida Cachorrao – Big Dog. The very first Black Belt awarded by legendary BJJ Fighter Renzo Gracie, and amazing BJJ and MMA UFC fighter",https://www.bjjheroes.com/bjj-fighters/ricardo-almeida-cachorrao-wiki
Ana Maria India (Checkmat),"An exciting female fighter out of Brazil. This Brazilian Jiu Jitsu Black Belt under Ricardo Vieira is a well accomplished MMA fighter, these are her life facts and achievement list",https://www.bjjheroes.com/bjj-fighters/ana-maria-india-bjj-fighter
Wagner “Galeto” Campos,"Wagner Campos also known as “Galeto” is a very accomplished Brazilian Jiu Jitsu black belt under Gile Ribeiro and a former medallist in important tournaments such as the World Cup (2008) and the South American Championship (2008). in 2006 Wagner premiered in mixed martial arts (MMA), following a successful career in this sport as well. In 2012 Wagner Campos was invited to become part of the cast of TUF Brazil (The Ultimate Fighter)",https://www.bjjheroes.com/bjj-fighters/wagner-galeto-campos-bjj
